symbol,company_name,industry,sector,city,latitude,longitude,state,country
NVDA,NVIDIA Corporation,Semiconductors,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
AAPL,Apple Inc.,Consumer Electronics,Technology,Cupertino,37.3228934,-122.0322895,CA,United States
MSFT,Microsoft Corporation,Software - Infrastructure,Technology,Redmond,47.6694141,-122.1238767,WA,United States
AMZN,Amazon.com Inc.,Internet Retail,Consumer Discretionary,Seattle,47.6038321,-122.330062,WA,United States
GOOG,Alphabet Inc.,Internet Content & Information,Communication Services,Mountain View,37.3893889,-122.0832101,CA,United States
GOOGL,Alphabet Inc.,Internet Content & Information,Communication Services,Mountain View,37.3893889,-122.0832101,CA,United States
META,Meta Platforms Inc.,Internet Content & Information,Communication Services,Menlo Park,37.4519671,-122.177992,CA,United States
TSLA,Tesla Inc.,Auto Manufacturers,Consumer Discretionary,Austin,30.2711286,-97.7436995,TX,United States
AVGO,Broadcom Inc.,Semiconductors,Technology,Palo Alto,37.4443293,-122.1598465,CA,United States
BRK.B,Berkshire Hathaway Inc.,Insurance - Diversified,Financials,Omaha,41.2587459,-95.9383758,NE,United States
WELL,Welltower Inc.,REIT - Healthcare Facilities,Real Estate,Toledo,41.6529143,-83.5378173,OH,United States
WMT,Walmart Inc.,Discount Stores,Consumer Staples,Bentonville,36.3728538,-94.2088172,AR,United States
JPM,JPMorgan Chase & Co.,Banks - Diversified,Financial Services,New York,40.7127281,-74.0060152,NY,United States
LLY,Eli Lilly and Company,Drug Manufacturers - General,Healthcare,Indianapolis,39.7683331,-86.1583502,IN,United States
V,Visa Inc.,Credit Services,Financial Services,San Francisco,37.7792588,-122.4193286,CA,United States
ORCL,Oracle Corporation,Software - Infrastructure,Technology,Austin,30.2711286,-97.7436995,TX,United States
MA,Mastercard Incorporated,Credit Services,Financial Services,Purchase,41.0409305,-73.7145746,NY,United States
UNH,UnitedHealth Group Incorporated,Healthcare Plans,Healthcare,Minnetonka,44.9405086,-93.4638936,MN,United States
XOM,Exxon Mobil Corporation,Oil & Gas Integrated,Energy,Spring,30.0795707,-95.4187924,TX,United States
NFLX,Netflix Inc.,Entertainment,Communication Services,Los Gatos,37.226611,-121.9746797,CA,United States
COST,Costco Wholesale Corporation,Discount Stores,Consumer Staples,Issaquah,47.5348778,-122.043297,WA,United States
EOG,EOG Resources Inc.,Oil & Gas Exploration & Production,Energy,Houston,29.7589382,-95.3676974,TX,United States
HD,The Home Depot Inc.,Home Improvement Retail,Consumer Discretionary,Atlanta,33.7489924,-84.3902644,GA,United States
PG,The Procter & Gamble Company,Household & Personal Products,Consumer Staples,Cincinnati,39.1014537,-84.5124602,OH,United States
BAC,Bank of America Corporation,Banks - Diversified,Financial Services,Charlotte,35.2272086,-80.8430827,NC,United States
JNJ,Johnson & Johnson,Drug Manufacturers - General,Healthcare,New Brunswick,40.4951365,-74.4439254,NJ,United States
CRM,Salesforce Inc.,Software - Application,Technology,San Francisco,37.7792588,-122.4193286,CA,United States
ABBV,AbbVie Inc.,Drug Manufacturers - General,Healthcare,North Chicago,42.327724,-87.8394189,IL,United States
CVX,Chevron Corporation,Oil & Gas Integrated,Energy,San Ramon,37.7648021,-121.9544387,CA,United States
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,Consumer Staples,Atlanta,33.7489924,-84.3902644,GA,United States
WFC,Wells Fargo & Company,Banks - Diversified,Financial Services,San Francisco,37.7792588,-122.4193286,CA,United States
TMUS,T-Mobile US Inc.,Telecom Services,Communication Services,Bellevue,47.6144219,-122.192337,WA,United States
CSCO,Cisco Systems Inc.,Communication Equipment,Technology,San Jose,37.3361663,-121.890591,CA,United States
MRK,Merck & Co. Inc.,Drug Manufacturers - General,Healthcare,Rahway,40.6081591,-74.2776468,NJ,United States
NOW,ServiceNow Inc.,Software - Application,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
AXP,American Express Company,Credit Services,Financial Services,New York,40.7127281,-74.0060152,NY,United States
ACN,Accenture plc,Information Technology Services,Technology,Dublin,53.35014,-6.266155,NaN,Ireland
BX,Blackstone Inc.,Asset Management,Financial Services,New York,40.7127281,-74.0060152,NY,United States
MS,Morgan Stanley,Capital Markets,Financial Services,New York,40.7127281,-74.0060152,NY,United States
TMO,Thermo Fisher Scientific Inc.,Diagnostics & Research,Healthcare,Waltham,42.3756401,-71.2358004,MA,United States
GE,General Electric Company,Aerospace & Defense,Industrials,Evendale,39.2561691,-84.417997,OH,United States
ISRG,Intuitive Surgical Inc.,Medical Instruments & Supplies,Healthcare,Sunnyvale,37.3688301,-122.036349,CA,United States
CB,Chubb Limited,Insurance - Property & Casualty,Financial Services,Zurich,47.376887,8.541694,NaN,Switzerland
GS,The Goldman Sachs Group Inc.,Capital Markets,Financial Services,New York,40.7127281,-74.0060152,NY,United States
ABT,Abbott Laboratories,Medical Devices,Healthcare,North Chicago,42.327724,-87.8394189,IL,United States
LIN,Linde plc,Specialty Chemicals,Materials,Woking,51.316755,-0.560034,NaN,United Kingdom
IBM,International Business Machines Corporation,Information Technology Services,Technology,Armonk,41.132973,-73.71260643,NY,United States
PEP,PepsiCo Inc.,Beverages - Non-Alcoholic,Consumer Staples,Purchase,41.0409305,-73.7145746,NY,United States
MCD,McDonald's Corporation,Restaurants,Consumer Discretionary,Chicago,41.8755616,-87.6244212,IL,United States
DIS,The Walt Disney Company,Entertainment,Communication Services,Burbank,34.1812089,-118.307201,CA,United States
AMD,Advanced Micro Devices Inc.,Semiconductors,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
CAT,Caterpillar Inc.,Farm & Heavy Construction Machinery,Industrials,Irving,32.8295183,-96.9442177,TX,United States
PM,Philip Morris International Inc.,Tobacco,Consumer Staples,Stamford,41.0534302,-73.5387341,CT,United States
QCOM,QUALCOMM Incorporated,Semiconductors,Technology,San Diego,32.7174202,-117.162772,CA,United States
MMC,Marsh & McLennan Companies Inc.,Insurance Brokers,Financial Services,New York,40.7127281,-74.0060152,NY,United States
ADBE,Adobe Inc.,Software - Infrastructure,Technology,San Jose,37.3361663,-121.890591,CA,United States
TXN,Texas Instruments Incorporated,Semiconductors,Technology,Dallas,32.7762719,-96.7968559,TX,United States
PLTR,Palantir Technologies Inc.,Software - Infrastructure,Technology,Denver,39.7392364,-104.984862,CO,United States
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,Washington,38.8950368,-77.0365427,DC,United States
BSX,Boston Scientific Corporation,Medical Devices,Healthcare,Marlborough,42.3459271,-71.5522874,MA,United States
RTX,RTX Corporation,Aerospace & Defense,Industrials,Arlington,38.8769326,-77.0893094,VA,United States
INTU,Intuit Inc.,Software - Application,Technology,Mountain View,37.3893889,-122.0832101,CA,United States
VZ,Verizon Communications Inc.,Telecom Services,Communication Services,New York,40.7127281,-74.0060152,NY,United States
ANET,Arista Networks Inc,Computer Hardware,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,Baltimore,39.2908816,-76.610759,MD,United States
T,AT&T Inc.,Telecom Services,Communication Services,Dallas,32.7762719,-96.7968559,TX,United States
BKNG,Booking Holdings Inc.,Travel Services,Consumer Discretionary,Norwalk,41.1175966,-73.4078968,CT,United States
SPGI,S&P Global Inc.,Financial Data & Stock Exchanges,Financial Services,New York,40.7127281,-74.0060152,NY,United States
BLK,BlackRock Inc.,Asset Management,Financial Services,New York,40.7127281,-74.0060152,NY,United States
CRWD,CrowdStrike Holdings Inc.,Software - Infrastructure,Technology,Austin,30.2711286,-97.7436995,TX,United States
AMAT,Applied Materials Inc.,Semiconductor Equipment & Materials,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
C,Citigroup Inc.,Banks - Diversified,Financial Services,New York,40.7127281,-74.0060152,NY,United States
UNP,Union Pacific Corporation,Railroads,Industrials,Omaha,41.2587459,-95.9383758,NE,United States
SCHW,The Charles Schwab Corporation,Capital Markets,Financial Services,Westlake,32.991226,-97.1943701,TX,United States
SYK,Stryker Corporation,Medical Devices,Healthcare,Portage,42.2011538,-85.5800022,MI,United States
PFE,Pfizer Inc.,Drug Manufacturers - General,Healthcare,New York,40.7127281,-74.0060152,NY,United States
AMGN,Amgen Inc.,Drug Manufacturers - General,Healthcare,Thousand Oaks,34.1705609,-118.8375937,CA,United States
LOW,Lowe's Companies Inc.,Home Improvement Retail,Consumer Discretionary,Mooresville,35.5848596,-80.8100724,NC,United States
KKR,KKR & Co. Inc.,Asset Management,Financial Services,New York,40.7127281,-74.0060152,NY,United States
HON,Honeywell International Inc.,Conglomerates,Industrials,Charlotte,35.2272086,-80.8430827,NC,United States
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,Dublin,53.35014,-6.266155,NaN,Ireland
UBER,Uber Technologies Inc.,Software - Application,Technology,San Francisco,37.7792588,-122.4193286,CA,United States
CMCSA,Comcast Corporation,Telecom Services,Communication Services,Philadelphia,39.9527237,-75.1635262,PA,United States
NEE,NextEra Energy Inc.,Utilities - Regulated Electric,Utilities,Juno Beach,26.8815475,-80.0539253,FL,United States
PGR,The Progressive Corporation,Insurance - Property & Casualty,Financial Services,Mayfield Village,41.5595437,-81.4439274,OH,United States
TJX,The TJX Companies Inc.,Apparel Retail,Consumer Discretionary,Framingham,42.2773177,-71.4165905,MA,United States
COP,ConocoPhillips,Oil & Gas Exploration & Production,Energy,Houston,29.7589382,-95.3676974,TX,United States
BA,The Boeing Company,Aerospace & Defense,Industrials,Arlington,38.8769326,-77.0893094,VA,United States
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,Moline,41.5058344,-90.5136642,IL,United States
PANW,Palo Alto Networks Inc.,Software - Infrastructure,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
GEV,GE Vernova Inc.,Utilities - Renewable,Utilities,Cambridge,42.3656347,-71.1040018,MA,United States
ADP,Automatic Data Processing Inc.,Software - Application,Technology,Roseland,40.8206555,-74.2937595,NJ,United States
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,Healthcare,Princeton,40.3496953,-74.6597376,NJ,United States
MO,Altria Group Inc.,Tobacco,Consumer Staples,Richmond,37.5385087,-77.43428,VA,United States
LMT,Lockheed Martin Corporation,Aerospace & Defense,Industrials,Bethesda,38.98127255,-77.12335871,MD,United States
FI,Fiserv Inc.,Information Technology Services,Technology,Milwaukee,43.0386475,-87.9090751,WI,United States
MU,Micron Technology Inc.,Semiconductors,Technology,Boise,43.6166163,-116.200886,ID,United States
GILD,Gilead Sciences Inc.,Drug Manufacturers - General,Healthcare,Foster City,37.5600336,-122.2688522,CA,United States
MDT,Medtronic plc,Medical Devices,Healthcare,Galway,53.270962,-9.062691,NaN,Ireland
UPS,United Parcel Service Inc.,Integrated Freight & Logistics,Industrials,Atlanta,33.7489924,-84.3902644,GA,United States
ADI,Analog Devices Inc.,Semiconductors,Technology,Wilmington,42.5464828,-71.1736669,MA,United States
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,Healthcare,Boston,42.3554334,-71.060511,MA,United States
PLD,Prologis Inc.,REIT - Industrial,Real Estate,San Francisco,37.7792588,-122.4193286,CA,United States
SBUX,Starbucks Corporation,Restaurants,Consumer Discretionary,Seattle,47.6038321,-122.330062,WA,United States
NKE,NIKE Inc.,Footwear & Accessories,Consumer Discretionary,Beaverton,45.4871723,-122.80378,OR,United States
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,Technology,Fremont,37.5482697,-121.988571,CA,United States
KLAC,KLA Corporation,Semiconductor Equipment & Materials,Technology,Milpitas,37.4332273,-121.8989248,CA,United States
APO,Apollo Global Management Inc.,Asset Management,Financials,New York,40.7127281,-74.0060152,NY,United States
APH,Amphenol Corporation,Electronic Components,Technology,Wallingford,41.4570418,-72.8231552,CT,United States
ELV,Elevance Health Inc.,Healthcare Plans,Healthcare,Indianapolis,39.7683331,-86.1583502,IN,United States
INTC,Intel Corporation,Semiconductors,Technology,Santa Clara,37.3541132,-121.955174,CA,United States
EQIX,Equinix Inc.,REIT - Specialty,Real Estate,Redwood City,37.4863239,-122.232523,CA,United States
SHW,The Sherwin-Williams Company,Specialty Chemicals,Materials,Cleveland,41.4996574,-81.6936772,OH,United States
ICE,Intercontinental Exchange Inc.,Financial Data & Stock Exchanges,Financial Services,Atlanta,33.7489924,-84.3902644,GA,United States
SO,The Southern Company,Utilities - Regulated Electric,Utilities,Atlanta,33.7489924,-84.3902644,GA,United States
TT,Trane Technologies plc,Building Products & Equipment,Industrials,Swords,53.459722,-6.218056,NaN,Ireland
PYPL,PayPal Holdings Inc.,Credit Services,Financial Services,San Jose,37.3361663,-121.890591,CA,United States
CDNS,Cadence Design Systems Inc.,Software - Application,Technology,San Jose,37.3361663,-121.890591,CA,United States
MCO,Moody's Corporation,Financial Data & Stock Exchanges,Financial Services,New York,40.7127281,-74.0060152,NY,United States
PH,Parker-Hannifin Corporation,Specialty Industrial Machinery,Industrials,Cleveland,41.4996574,-81.6936772,OH,United States
AMT,American Tower Corporation,REIT - Specialty,Real Estate,Boston,42.3554334,-71.060511,MA,United States
SNPS,Synopsys Inc.,Software - Infrastructure,Technology,Sunnyvale,37.3688301,-122.036349,CA,United States
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,Charlotte,35.2272086,-80.8430827,NC,United States
WM,Waste Management Inc.,Waste Management,Industrials,Houston,29.7589382,-95.3676974,TX,United States
CME,CME Group Inc.,Financial Data & Stock Exchanges,Financial Services,Chicago,41.8755616,-87.6244212,IL,United States
ABNB,Airbnb Inc.,Travel Services,Consumer Discretionary,San Francisco,37.7792588,-122.4193286,CA,United States
HCA,HCA Healthcare Inc.,Medical Care Facilities,Healthcare,Nashville,36.1622767,-86.7742984,TN,United States
CI,The Cigna Group,Healthcare Plans,Healthcare,Bloomfield,41.826488,-72.7300945,CT,United States
MMM,3M Company,Conglomerates,Industrials,Saint Paul,44.9497487,-93.0931028,MN,United States
CTAS,Cintas Corporation,Specialty Business Services,Industrials,Cincinnati,39.1014537,-84.5124602,OH,United States
DELL,Dell Technologies Inc.,Computer Hardware,Technology,Round Rock,30.5085915,-97.6788056,TX,United States
MSI,Motorola Solutions Inc.,Communication Equipment,Technology,Chicago,41.8755616,-87.6244212,IL,United States
MAR,Marriott International Inc.,Lodging,Consumer Discretionary,Bethesda,38.98127255,-77.12335871,MD,United States
AON,Aon plc,Insurance Brokers,Financial Services,Dublin,53.35014,-6.266155,NaN,Ireland
CMG,Chipotle Mexican Grill Inc.,Restaurants,Consumer Discretionary,Newport Beach,33.6170092,-117.9294401,CA,United States
PNC,The PNC Financial Services Group Inc.,Banks - Regional,Financial Services,Pittsburgh,40.4416941,-79.9900861,PA,United States
COF,Capital One Financial Corporation,Credit Services,Financial Services,McLean,38.93668525,-77.18584303,VA,United States
ITW,Illinois Tool Works Inc.,Specialty Industrial Machinery,Industrials,Glenview,42.0700662,-87.8114044,IL,United States
MDLZ,Mondelez International Inc.,Confectioners,Consumer Staples,Chicago,41.8755616,-87.6244212,IL,United States
TDG,TransDigm Group Incorporated,Aerospace & Defense,Industrials,Cleveland,41.4996574,-81.6936772,OH,United States
MCK,McKesson Corporation,Medical Distribution,Healthcare,Irving,32.8295183,-96.9442177,TX,United States
USB,U.S. Bancorp,Banks - Regional,Financial Services,Minneapolis,44.9772995,-93.2654692,MN,United States
ZTS,Zoetis Inc.,Drug Manufacturers - Specialty & Generic,Healthcare,Parsippany,40.8623835,-74.40323544,NJ,United States
REGN,Regeneron Pharmaceuticals Inc.,Biotechnology,Healthcare,Tarrytown,41.0762077,-73.8587461,NY,United States
EMR,Emerson Electric Co.,Specialty Industrial Machinery,Industrials,Saint Louis,38.6280278,-90.1910154,MO,United States
FTNT,Fortinet Inc.,Software - Infrastructure,Technology,Sunnyvale,37.3688301,-122.036349,CA,United States
GD,General Dynamics Corporation,Aerospace & Defense,Industrials,Reston,38.953282,-77.34645162,VA,United States
GM,General Motors Company,Auto Manufacturers,Consumer Discretionary,Detroit,42.3315509,-83.0466403,MI,United States
ORLY,O'Reilly Automotive Inc.,Specialty Retail,Consumer Discretionary,Springfield,37.2081729,-93.2922715,MO,United States
NOC,Northrop Grumman Corporation,Aerospace & Defense,Industrials,Falls Church,38.882334,-77.1710914,VA,United States
WMB,The Williams Companies Inc.,Oil & Gas Midstream,Energy,Tulsa,36.1563122,-95.9927516,OK,United States
APD,Air Products and Chemicals Inc.,Specialty Chemicals,Materials,Allentown,40.6022059,-75.4712794,PA,United States
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,Financial Services,Rolling Meadows,42.0841936,-88.0131275,IL,United States
CL,Colgate-Palmolive Company,Household & Personal Products,Consumer Staples,New York,40.7127281,-74.0060152,NY,United States
BDX,Becton Dickinson and Company,Medical Instruments & Supplies,Healthcare,Franklin Lakes,41.0167639,-74.2057012,NJ,United States
ECL,Ecolab Inc.,Specialty Chemicals,Materials,Saint Paul,44.9497487,-93.0931028,MN,United States
WDAY,Workday Inc.,Software - Application,Technology,Pleasanton,37.6624312,-121.8746789,CA,United States
CVS,CVS Health Corporation,Healthcare Plans,Healthcare,Woonsocket,42.0028761,-71.5147839,RI,United States
KMI,Kinder Morgan Inc.,Oil & Gas Midstream,Energy,Houston,29.7589382,-95.3676974,TX,United States
RSG,Republic Services Inc.,Waste Management,Industrials,Phoenix,33.4484367,-112.074141,AZ,United States
SPG,Simon Property Group Inc.,REIT - Retail,Real Estate,Indianapolis,39.7683331,-86.1583502,IN,United States
VST,Vistra Corp.,Utilities - Independent Power Producers,Utilities,Irving,32.8295183,-96.9442177,TX,United States
FDX,FedEx Corporation,Integrated Freight & Logistics,Industrials,Memphis,35.1460249,-90.0517638,TN,United States
PWR,Quanta Services Inc.,Engineering & Construction,Industrials,Houston,29.7589382,-95.3676974,TX,United States
CSX,CSX Corporation,Railroads,Industrials,Jacksonville,30.3321838,-81.655651,FL,United States
ADSK,Autodesk Inc.,Software - Application,Technology,San Francisco,37.7792588,-122.4193286,CA,United States
RCL,Royal Caribbean Cruises Ltd.,Travel Services,Consumer Discretionary,Miami,25.7741728,-80.19362,FL,United States
TGT,Target Corporation,Discount Stores,Consumer Staples,Minneapolis,44.9772995,-93.2654692,MN,United States
CARR,Carrier Global Corporation,Building Products & Equipment,Industrials,Palm Beach Gardens,26.8233946,-80.1386547,FL,United States
DLR,Digital Realty Trust Inc.,REIT - Specialty,Real Estate,Austin,30.2711286,-97.7436995,TX,United States
TFC,Truist Financial Corporation,Banks - Regional,Financial Services,Charlotte,35.2272086,-80.8430827,NC,United States
OKE,ONEOK Inc.,Oil & Gas Midstream,Energy,Tulsa,36.1563122,-95.9927516,OK,United States
HLT,Hilton Worldwide Holdings Inc.,Lodging,Consumer Discretionary,McLean,38.93668525,-77.18584303,VA,United States
BK,The Bank of New York Mellon Corporation,Banks - Diversified,Financial Services,New York,40.7127281,-74.0060152,NY,United States
MET,MetLife Inc.,Insurance - Life,Financial Services,New York,40.7127281,-74.0060152,NY,United States
SLB,Schlumberger Limited,Oil & Gas Equipment & Services,Energy,Houston,29.7589382,-95.3676974,TX,United States
AFL,Aflac Incorporated,Insurance - Life,Financial Services,Columbus,32.4610708,-84.9880449,GA,United States
NSC,Norfolk Southern Corporation,Railroads,Industrials,Atlanta,33.7489924,-84.3902644,GA,United States
PCAR,PACCAR Inc,Farm & Heavy Construction Machinery,Industrials,Bellevue,47.6144219,-122.192337,WA,United States
CHTR,Charter Communications Inc.,Telecom Services,Communication Services,Stamford,41.0534302,-73.5387341,CT,United States
ROP,Roper Technologies Inc.,Software - Application,Technology,Sarasota,27.3365805,-82.5308545,FL,United States
AZO,AutoZone Inc.,Specialty Retail,Consumer Discretionary,Memphis,35.1460249,-90.0517638,TN,United States
NXPI,NXP Semiconductors N.V.,Semiconductors,Technology,Eindhoven,51.441642,5.469722,NaN,Netherlands
CPRT,Copart Inc.,Specialty Business Services,Industrials,Dallas,32.7762719,-96.7968559,TX,United States
FCX,Freeport-McMoRan Inc.,Copper,Materials,Phoenix,33.4484367,-112.074141,AZ,United States
VMC,Vulcan Materials Company,Building Materials,Materials,Birmingham,33.5206824,-86.8024326,AL,United States
TRV,The Travelers Companies Inc.,Insurance - Property & Casualty,Financial Services,New York,40.7127281,-74.0060152,NY,United States
AMP,Ameriprise Financial Inc.,Asset Management,Financial Services,Minneapolis,44.9772995,-93.2654692,MN,United States
GWW,W.W. Grainger Inc.,Industrial Distribution,Industrials,Lake Forest,42.2586461,-87.8407055,IL,United States
JCI,Johnson Controls International plc,Building Products & Equipment,Industrials,Cork,51.903614,-8.468399,NaN,Ireland
SRE,Sempra,Utilities - Diversified,Utilities,San Diego,32.7174202,-117.162772,CA,United States
PAYX,Paychex Inc.,Software - Application,Technology,Rochester,43.157285,-77.615214,NY,United States
AEP,American Electric Power Company Inc.,Utilities - Regulated Electric,Utilities,Columbus,39.9622601,-83.0007065,OH,United States
HWM,Howmet Aerospace Inc.,Aerospace & Defense,Industrials,Pittsburgh,40.4416941,-79.9900861,PA,United States
URI,United Rentals Inc.,Rental & Leasing Services,Industrials,Stamford,41.0534302,-73.5387341,CT,United States
FANG,Diamondback Energy Inc.,Oil & Gas Exploration & Production,Energy,Midland,31.83688,-102.0103767,TX,United States
PSA,Public Storage,REIT - Industrial,Real Estate,Glendale,34.1469416,-118.2478471,CA,United States
EBAY,eBay Inc.,Internet Retail,Consumer Discretionary,San Jose,37.3361663,-121.890591,CA,United States
PSX,Phillips 66,Oil & Gas Refining & Marketing,Energy,Houston,29.7589382,-95.3676974,TX,United States
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,Columbus,39.2014405,-85.9213796,IN,United States
DFS,Discover Financial Services,Credit Services,Financial Services,Riverwoods,42.1676068,-87.8970986,IL,United States
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,Energy,Findlay,41.0413873,-83.6503982,OH,United States
ROST,Ross Stores Inc.,Apparel Retail,Consumer Discretionary,Dublin,37.7021521,-121.9357918,CA,United States
LULU,Lululemon Athletica Inc.,Apparel Retail,Consumer Discretionary,Vancouver,49.282729,-123.120738,BC,Canada
ALL,The Allstate Corporation,Insurance - Property & Casualty,Financial Services,Northbrook,42.128704,-87.8265089,IL,United States
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,Financial Services,New York,40.7127281,-74.0060152,NY,United States
COR,Cencora Inc.,Medical Distribution,Healthcare,Conshohocken,40.0792766,-75.3015714,PA,United States
O,Realty Income Corporation,REIT - Retail,Real Estate,San Diego,32.7174202,-117.162772,CA,United States
NEM,Newmont Corporation,Gold,Materials,Denver,39.7392364,-104.984862,CO,United States
OXY,Occidental Petroleum Corporation,Oil & Gas Exploration & Production,Energy,Houston,29.7589382,-95.3676974,TX,United States
FIS,Fidelity National Information Services Inc.,Information Technology Services,Technology,Jacksonville,30.3321838,-81.655651,FL,United States
TEL,TE Connectivity plc,Electronic Components,Technology,Ballybrit,53.291944,-9.0175,NaN,Ireland
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,Consumer Staples,Corona,33.8752945,-117.566444,CA,United States
AXON,Axon Enterprise Inc.,Aerospace & Defense,Industrials,Scottsdale,33.4942189,-111.926018,AZ,United States
NDAQ,Nasdaq Inc.,Financial Data & Stock Exchanges,Financial Services,New York,40.7127281,-74.0060152,NY,United States
OTIS,Otis Worldwide Corporation,Specialty Industrial Machinery,Industrials,Farmington,41.7198216,-72.8320435,CT,United States
AIG,American International Group Inc.,Insurance - Diversified,Financial Services,New York,40.7127281,-74.0060152,NY,United States
GLW,Corning Incorporated,Electronic Components,Technology,Corning,42.1435257,-77.0543408,NY,United States
DHI,D.R. Horton Inc.,Residential Construction,Consumer Discretionary,Arlington,32.7355816,-97.1071186,TX,United States
TRGP,Targa Resources Corp.,Oil & Gas Midstream,Energy,Houston,29.7589382,-95.3676974,TX,United States
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,Energy,Houston,29.7589382,-95.3676974,TX,United States
FICO,Fair Isaac Corporation,Software - Application,Technology,Bozeman,45.6794293,-111.044047,MT,United States
D,Dominion Energy Inc.,Utilities - Regulated Electric,Utilities,Richmond,37.5385087,-77.43428,VA,United States
VLO,Valero Energy Corporation,Oil & Gas Refining & Marketing,Energy,San Antonio,29.4246002,-98.4951405,TX,United States
HES,Hess Corporation,Oil & Gas Exploration & Production,Energy,New York,40.7127281,-74.0060152,NY,United States
CTVA,Corteva Inc.,Agricultural Inputs,Materials,Indianapolis,39.7683331,-86.1583502,IN,United States
AME,AMETEK Inc.,Specialty Industrial Machinery,Industrials,Berwyn,40.0448306,-75.4388053,PA,United States
PEG,Public Service Enterprise Group Incorporated,Utilities - Regulated Electric,Utilities,Newark,40.735657,-74.1723667,NJ,United States
A,Agilent Technologies Inc.,Diagnostics & Research,Healthcare,Santa Clara,37.3541132,-121.955174,CA,United States
FAST,Fastenal Company,Industrial Distribution,Industrials,Winona,44.0500054,-91.6392294,MN,United States
DAL,Delta Air Lines Inc.,Airlines,Industrials,Atlanta,33.7489924,-84.3902644,GA,United States
CBRE,CBRE Group Inc.,Real Estate Services,Real Estate,Dallas,32.7762719,-96.7968559,TX,United States
KR,The Kroger Co.,Grocery Stores,Consumer Staples,Cincinnati,39.1014537,-84.5124602,OH,United States
KMB,Kimberly-Clark Corporation,Household & Personal Products,Consumer Staples,Dallas,32.7762719,-96.7968559,TX,United States
KDP,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,Consumer Staples,Burlington,42.5048167,-71.1956111,MA,United States
LHX,L3Harris Technologies Inc.,Aerospace & Defense,Industrials,Melbourne,28.0785034,-80.6077908,FL,United States
PRU,Prudential Financial Inc.,Insurance - Life,Financial Services,Newark,40.735657,-74.1723667,NJ,United States
GRMN,Garmin Ltd.,Scientific & Technical Instruments,Technology,Schaffhausen,47.69732,8.634929,NaN,Switzerland
ODFL,Old Dominion Freight Line Inc.,Trucking,Industrials,Thomasville,35.8831786,-80.081817,NC,United States
EW,Edwards Lifesciences Corporation,Medical Devices,Healthcare,Irvine,33.6856969,-117.825981,CA,United States
IT,Gartner Inc.,Information Technology Services,Technology,Stamford,41.0534302,-73.5387341,CT,United States
F,Ford Motor Company,Auto Manufacturers,Consumer Discretionary,Dearborn,42.3222599,-83.1763145,MI,United States
GEHC,GE HealthCare Technologies Inc.,Health Information Services,Healthcare,Chicago,41.8755616,-87.6244212,IL,United States
KVUE,Kenvue Inc.,Household & Personal Products,Consumer Staples,Skillman,40.4234145,-74.7077882,NJ,United States
CTSH,Cognizant Technology Solutions Corporation,Information Technology Services,Technology,Teaneck,40.8860164,-74.0072568,NJ,United States
EXC,Exelon Corporation,Utilities - Regulated Electric,Utilities,Chicago,41.8755616,-87.6244212,IL,United States
VRSK,Verisk Analytics Inc.,Consulting Services,Industrials,Jersey City,40.7215682,-74.047455,NJ,United States
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,Houston,29.7589382,-95.3676974,TX,United States
XEL,Xcel Energy Inc.,Utilities - Regulated Electric,Utilities,Minneapolis,44.9772995,-93.2654692,MN,United States
IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,Industrials,Davidson,35.7902384,-80.2115053,NC,United States
IQV,IQVIA Holdings Inc.,Diagnostics & Research,Healthcare,Durham,35.996653,-78.9018053,NC,United States
RMD,ResMed Inc.,Medical Instruments & Supplies,Healthcare,San Diego,32.7174202,-117.162772,CA,United States
LEN,Lennar Corporation,Residential Construction,Consumer Discretionary,Miami,25.7741728,-80.19362,FL,United States
SYY,Sysco Corporation,Food Distribution,Consumer Staples,Houston,29.7589382,-95.3676974,TX,United States
WAB,Westinghouse Air Brake Technologies Corporation,Railroads,Industrials,Pittsburgh,40.4416941,-79.9900861,PA,United States
